roi,win_rate,hands_played,final_bankroll,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_J,card_Q,card_K,card_A,ace_adjustment,bet_threshold,bet_increment,max_bet_units
0.0009775171065493646,0.438,1000,10010,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,4,3,20
-0.010214007782101167,0.448,1000,9895,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,4,5,20
0.00439453125,0.456,1000,10045,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,4,7,20
-0.007820136852394917,0.444,1000,9920,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,5,3,20
-0.0478515625,0.423,1000,9510,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,5,5,20
-0.044790652385589096,0.426,1000,9540,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,5,7,20
-0.010721247563352826,0.44,1000,9890,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,6,3,20
-0.11341222879684418,0.395,1000,8850,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,6,5,20
-0.028431372549019607,0.435,1000,9710,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,4,6,7,20
-0.08771929824561403,0.405,1000,9100,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,3,3,20
-0.05078125,0.413,1000,9480,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,3,5,20
0.0024295432458697765,0.438,1000,10025,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,3,7,20
-0.01932367149758454,0.439,1000,9800,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,4,3,20
0.04009661835748792,0.473,1000,10415,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,4,5,20
0.025853658536585365,0.456,1000,10265,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,4,7,20
-0.04134241245136187,0.428,1000,9575,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,5,3,20
0.007345739471106758,0.447,1000,10075,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,5,5,20
-0.08153241650294696,0.405,1000,9170,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,5,7,20
0.003401360544217687,0.447,1000,10035,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,6,3,20
-0.03951219512195122,0.434,1000,9595,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,6,5,20
-0.021547502448579822,0.43,1000,9780,0,2,3,4,2,0,-2,-2,-3,-3,-3,-3,-3,5,6,7,20
-0.059024390243902436,0.423,1000,9395,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,3,3,20
0.024685382381413358,0.459,1000,10255,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,3,5,20
0.015181194906953967,0.455,1000,10155,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,3,7,20
-0.003421309872922776,0.436,1000,9965,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,4,3,20
0.029182879377431907,0.457,1000,10300,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,4,5,20
-0.05968688845401174,0.42,1000,9390,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,4,7,20
-0.029931305201177625,0.433,1000,9695,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,5,3,20
0.01909892262487757,0.458,1000,10195,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,5,5,20
-0.013618677042801557,0.443,1000,9860,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,5,7,20
-0.005780346820809248,0.449,1000,9940,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,6,3,20
0.05214424951267056,0.468,1000,10535,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,6,5,20
0.03644314868804665,0.449,1000,10375,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,3,3,20
-0.017023346303501944,0.439,1000,9825,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,3,6,7,20
-0.04682926829268293,0.425,1000,9520,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,3,7,20
-0.008797653958944282,0.434,1000,9910,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,3,5,20
-0.0029211295034079843,0.441,1000,9970,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,4,3,20
-0.04252199413489736,0.433,1000,9565,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,4,5,20
-0.0014677103718199608,0.434,1000,9985,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,4,7,20
0.006769825918762089,0.458,1000,10070,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,5,3,20
-0.0014763779527559055,0.443,1000,9985,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,5,5,20
0.003424657534246575,0.438,1000,10035,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,5,7,20
-0.03192534381139489,0.433,1000,9675,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,6,3,20
0.007797270955165692,0.449,1000,10080,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,6,5,20
-0.04074784276126558,0.424,1000,9575,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,4,6,7,20
-0.02551521099116781,0.429,1000,9740,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,3,3,20
-0.026061776061776062,0.444,1000,9730,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,3,7,20
-0.06394230769230769,0.418,1000,9335,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,3,5,20
0.02214566929133858,0.446,1000,10225,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,4,3,20
-0.044003868471953575,0.437,1000,9545,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,4,5,20
-0.013942307692307693,0.436,1000,9855,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,4,7,20
0.009250243427458617,0.446,1000,10095,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,5,3,20
-0.07398452611218569,0.408,1000,9235,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,5,5,20
-0.010689990281827016,0.44,1000,9890,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,5,7,20
-0.01902439024390244,0.433,1000,9805,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,6,3,20
-0.05140640155189137,0.42,1000,9470,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,6,5,20
-0.08180058083252661,0.413,1000,9155,0,2,3,4,2,0,-2,-1,-3,-3,-3,-3,-3,5,6,7,20
-0.1015625,0.395,1000,8960,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,3,3,20
-0.11290322580645161,0.395,1000,8845,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,3,5,20
-0.06158357771260997,0.415,1000,9370,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,3,7,20
-0.017943743937924344,0.432,1000,9815,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,4,3,20
-0.03700097370983447,0.426,1000,9620,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,4,5,20
-0.0297270955165692,0.438,1000,9695,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,4,7,20
-0.06158357771260997,0.43,1000,9370,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,5,3,20
-0.04390243902439024,0.427,1000,9550,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,5,7,20
-0.01695736434108527,0.448,1000,9825,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,5,5,20
-0.0034146341463414634,0.441,1000,9965,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,6,3,20
-0.0068359375,0.447,1000,9930,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,6,5,20
-0.0029296875,0.434,1000,9970,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,3,6,7,20
0.0,0.439,1000,10000,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,3,3,20
-0.08422590068159688,0.422,1000,9135,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,3,5,20
0.01902439024390244,0.46,1000,10195,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,3,7,20
0.010752688172043012,0.451,1000,10110,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,4,3,20
-0.053763440860215055,0.414,1000,9450,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,4,5,20
-0.0641399416909621,0.411,1000,9340,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,4,7,20
-0.010731707317073172,0.443,1000,9890,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,5,3,20
-0.01909892262487757,0.436,1000,9805,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,5,5,20
-0.020813165537270088,0.437,1000,9785,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,5,7,20
-0.0019455252918287938,0.457,1000,9980,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,6,3,20
0.0034347399411187437,0.439,1000,10035,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,6,5,20
0.006842619745845552,0.44,1000,10070,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,4,6,7,20
-0.06500488758553274,0.423,1000,9335,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,3,3,20
-0.010294117647058823,0.439,1000,9895,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,3,5,20
0.007317073170731708,0.435,1000,10075,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,3,7,20
0.035368217054263566,0.445,1000,10365,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,4,3,20
-0.01705653021442495,0.438,1000,9825,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,4,5,20
-0.07590597453476983,0.41,1000,9225,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,4,7,20
0.021016617790811338,0.457,1000,10215,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,5,3,20
-0.02230843840931135,0.442,1000,9770,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,5,5,20
0.0009727626459143969,0.442,1000,10010,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,5,7,20
-0.10647693817468105,0.39,1000,8915,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,6,3,20
-0.05951219512195122,0.424,1000,9390,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,6,5,20
-0.013235294117647059,0.437,1000,9865,0,2,3,4,2,0,-1,-3,-3,-3,-3,-3,-3,5,6,7,20
-0.06,0.424,1000,9385,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,3,3,20
-0.046966731898238745,0.411,1000,9520,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,3,5,20
-0.015701668302257114,0.433,1000,9840,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,3,7,20
-0.00916988416988417,0.443,1000,9905,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,4,3,20
-0.04912451361867704,0.422,1000,9495,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,4,5,20
-0.016472868217054265,0.445,1000,9830,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,4,7,20
-0.1015625,0.407,1000,8960,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,5,3,20
-0.016456921587608905,0.444,1000,9830,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,5,5,20
-0.022504892367906065,0.41,1000,9770,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,5,7,20
-0.025540275049115914,0.428,1000,9740,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,6,3,20
-0.0354368932038835,0.421,1000,9635,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,6,5,20
-0.04985337243401759,0.423,1000,9490,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,3,6,7,20
0.007281553398058253,0.448,1000,10075,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,3,3,20
0.06614785992217899,0.471,1000,10680,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,3,5,20
-0.01801363193768257,0.444,1000,9815,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,3,7,20
-0.028640776699029126,0.442,1000,9705,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,4,3,20
-0.043731778425655975,0.423,1000,9550,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,4,5,20
-0.02807881773399015,0.443,1000,9715,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,4,7,20
-0.07003891050583658,0.422,1000,9280,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,5,3,20
-0.0024342745861733205,0.456,1000,9975,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,5,5,20
0.01452081316553727,0.456,1000,10150,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,5,7,20
-0.023529411764705882,0.43,1000,9760,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,6,3,20
-0.026803118908382065,0.436,1000,9725,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,6,5,20
-0.056207233626588464,0.419,1000,9425,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,4,6,7,20
-0.017475728155339806,0.435,1000,9820,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,3,3,20
0.011263467189030362,0.435,1000,10115,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,3,5,20
-0.06963249516441006,0.41,1000,9280,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,3,7,20
-0.043245869776482024,0.423,1000,9555,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,4,3,20
-0.04029126213592233,0.422,1000,9585,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,4,5,20
-0.028790786948176585,0.445,1000,9700,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,4,7,20
-0.06280428432327166,0.41,1000,9355,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,5,3,20
-0.005339805825242718,0.445,1000,9945,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,5,5,20
-0.008754863813229572,0.433,1000,9910,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,5,7,20
-0.03304178814382896,0.436,1000,9660,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,6,3,20
-0.013618677042801557,0.44,1000,9860,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,6,5,20
-0.04056695992179863,0.426,1000,9585,0,2,3,4,2,0,-1,-2,-3,-3,-3,-3,-3,5,6,7,20
-0.031037827352085354,0.436,1000,9680,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,3,3,20
0.0234375,0.459,1000,10240,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,3,5,20
-0.054748062015503876,0.417,1000,9435,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,3,7,20
0.0029411764705882353,0.444,1000,10030,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,4,3,20
-0.0033980582524271844,0.438,1000,9965,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,4,5,20
-0.08229066410009625,0.409,1000,9145,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,4,7,20
0.05724070450097847,0.472,1000,10585,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,5,3,20
-0.003431372549019608,0.443,1000,9965,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,5,5,20
-0.024733268671193017,0.443,1000,9745,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,5,7,20
-0.047105004906771344,0.414,1000,9520,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,6,3,20
0.000968054211035818,0.448,1000,10010,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,6,5,20
0.05258033106134372,0.471,1000,10540,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,3,6,7,20
-0.04838709677419355,0.412,1000,9505,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,3,3,20
-0.039100684261974585,0.427,1000,9600,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,3,5,20
0.005847953216374269,0.437,1000,10060,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,3,7,20
0.03304178814382896,0.463,1000,10340,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,4,3,20
0.0029354207436399216,0.451,1000,10030,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,4,5,20
-0.04912451361867704,0.431,1000,9495,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,4,7,20
0.00344149459193707,0.437,1000,10035,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,5,3,20
-0.021526418786692758,0.435,1000,9780,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,5,5,20
0.0009746588693957114,0.438,1000,10010,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,5,7,20
0.04669260700389105,0.462,1000,10480,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,6,3,20
-0.04527750730282376,0.42,1000,9535,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,6,5,20
-0.029440628066732092,0.417,1000,9700,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,4,6,7,20
-0.051992225461613216,0.413,1000,9465,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,3,3,20
-0.023972602739726026,0.431,1000,9755,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,3,5,20
-0.027750730282375853,0.442,1000,9715,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,3,7,20
0.02631578947368421,0.45,1000,10270,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,4,3,20
0.005842259006815969,0.441,1000,10060,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,4,5,20
-0.01023391812865497,0.431,1000,9895,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,4,7,20
-0.052734375,0.423,1000,9460,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,5,3,20
0.017006802721088437,0.454,1000,10175,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,5,5,20
0.01016456921587609,0.452,1000,10105,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,5,7,20
-0.08558994197292069,0.412,1000,9115,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,6,3,20
0.021421616358325218,0.457,1000,10220,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,6,5,20
-0.012088974854932301,0.454,1000,9875,0,2,3,4,2,0,-1,-1,-3,-3,-3,-3,-3,5,6,7,20
-0.04030710172744722,0.441,1000,9580,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,3,3,20
-0.018500486854917234,0.432,1000,9810,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,3,5,20
-0.018536585365853658,0.432,1000,9810,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,3,7,20
-0.06311154598825831,0.412,1000,9355,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,4,3,20
-0.04051477597712107,0.442,1000,9575,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,4,5,20
0.04748062015503876,0.469,1000,10490,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,4,7,20
0.02772373540856031,0.458,1000,10285,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,5,3,20
-0.007804878048780488,0.447,1000,9920,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,5,5,20
-0.04252199413489736,0.418,1000,9565,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,5,7,20
-0.03158406219630709,0.426,1000,9675,0,2,3,4,2,0,0,-3,-3,-3,-3,-3,-3,3,6,3,20
