roi,win_rate,hands_played,final_bankroll,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_J,card_Q,card_K,card_A,ace_adjustment,bet_threshold,bet_increment,max_bet_units
-0.0302734375,0.432,1000,9690,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,3,3,20
-0.035333978702807356,0.431,1000,9635,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,3,5,20
0.015518913676042677,0.466,1000,10160,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,3,7,20
0.02392578125,0.461,1000,10245,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,4,5,20
-0.10801564027370479,0.396,1000,8895,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,4,3,20
0.038535645472061654,0.469,1000,10400,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,4,7,20
0.016617790811339198,0.451,1000,10170,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,5,3,20
-0.0043859649122807015,0.439,1000,9955,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,5,5,20
-0.019550342130987292,0.435,1000,9800,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,5,7,20
-0.0024224806201550387,0.447,1000,9975,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,6,3,20
-0.10493230174081238,0.401,1000,8915,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,6,5,20
0.024582104228121928,0.456,1000,10250,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,3,3,20
-0.1005859375,0.394,1000,8970,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,3,6,7,20
-0.027996070726915522,0.428,1000,9715,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,3,5,20
-0.009699321047526674,0.449,1000,9900,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,3,7,20
-0.054901960784313725,0.411,1000,9440,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,4,3,20
-0.03463414634146342,0.429,1000,9645,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,4,5,20
-0.012682926829268294,0.435,1000,9870,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,4,7,20
-0.024019607843137256,0.423,1000,9755,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,5,3,20
-0.015670910871694418,0.439,1000,9840,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,5,5,20
0.0014464802314368371,0.457,1000,10015,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,5,7,20
-0.09579667644183773,0.405,1000,9020,0,2,3,4,2,0,-2,-3,-3,-3,-3,-3,-3,4,6,3,20
